id,address_state,application_type,emp_length,emp_title,grade,home_ownership,issue_date,last_credit_pull_date,last_payment_date,loan_status,next_payment_date,member_id,purpose,sub_grade,term,verification_status,annual_income,dti,installment,int_rate,loan_amount,total_acc,total_payment
393403,NY,INDIVIDUAL,10+ years,Xerox,A,OWN,09-04-2021,12-05-2021,12-05-2021,Fully Paid,12-06-2021,431297,other,A3," 36 months",Verified,57000,0.0962,282.03,0.08,9000,27,10169
869762,CA,INDIVIDUAL,10+ years,Kaiser Permanente,A,OWN,11-09-2021,14-03-2021,14-03-2021,Fully Paid,14-04-2021,1083602,other,A4," 36 months",Verified,41500,0.0671,139.96,0.0749,4500,9,5020
819023,KS,INDIVIDUAL,2 years,The Home Depot,A,OWN,11-07-2021,14-09-2021,14-08-2021,Fully Paid,14-09-2021,1027073,other,A1," 36 months",Verified,62500,0.1354,48.26,0.0542,1600,23,1737
1005831,GA,INDIVIDUAL,3 years,Georgia Cooperative,A,OWN,11-11-2021,15-07-2021,14-11-2021,Fully Paid,14-12-2021,1232192,other,A1," 36 months",Verified,6000,0.244,39.57,0.0603,1300,16,1424
1047379,NJ,INDIVIDUAL,4 years,,A,OWN,11-12-2021,13-11-2021,13-10-2021,Fully Paid,13-11-2021,1278257,other,A1," 36 months",Verified,90000,0.2132,115.66,0.0603,3800,28,4104
420227,TX,INDIVIDUAL,10+ years,Houston Community College,A,OWN,09-07-2021,16-03-2021,12-07-2021,Fully Paid,12-08-2021,493387,other,A3," 36 months",Verified,15996,0.126,125.35,0.08,4000,8,4512
998862,PA,INDIVIDUAL,10+ years,ACTS RETIREMENT-LIFE COMMUNITIES,A,OWN,11-10-2021,13-04-2021,13-04-2021,Fully Paid,13-05-2021,1200098,other,A4," 36 months",Verified,68000,0.1666,625.81,0.079,20000,34,21781
857314,MA,INDIVIDUAL,7 years,PARISI,A,OWN,11-08-2021,14-09-2021,14-09-2021,Fully Paid,14-10-2021,1069760,other,A4," 36 months",Verified,55000,0.1089,622.04,0.0749,20000,39,22393
872394,WI,INDIVIDUAL,10+ years,DOD,A,OWN,11-09-2021,16-04-2021,11-10-2021,Fully Paid,11-11-2021,1086587,other,A4," 36 months",Verified,66000,0.2647,466.53,0.0749,15000,25,15094
820281,OH,INDIVIDUAL,10+ years,Mount Vernon Nazarene University,B,OWN,11-08-2021,11-09-2021,11-09-2021,Fully Paid,11-10-2021,1028495,other,B3," 36 months",Verified,75000,0.0064,948.47,0.1099,29800,3,29241
528648,WA,INDIVIDUAL,3 years,Verizon Wireless,B,OWN,10-06-2021,16-05-2021,12-08-2021,Fully Paid,12-09-2021,683686,other,B2," 36 months",Verified,81120,0.0794,587.17,0.1075,18000,34,20994
577647,SC,INDIVIDUAL,5 years,SCDOT,B,OWN,10-09-2021,16-04-2021,13-02-2021,Fully Paid,13-03-2021,742790,other,B3," 36 months",Verified,41717,0.061,655.92,0.1112,20000,25,23448
566019,CA,INDIVIDUAL,2 years,MEMORIAL MEDICAL CENTER,B,OWN,10-08-2021,16-05-2021,13-05-2021,Fully Paid,13-06-2021,728158,other,B4," 36 months",Verified,69996,0.1325,329.72,0.1149,10000,21,11840
1036041,NY,INDIVIDUAL,9 years,city of new york,B,OWN,11-11-2021,16-05-2021,14-10-2021,Fully Paid,14-11-2021,1265706,other,B5," 36 months",Verified,110000,0.1114,670.9,0.1269,20000,20,24145
966910,VA,INDIVIDUAL,2 years,CFC of Southern Maryland,B,OWN,11-10-2021,16-05-2021,14-10-2021,Fully Paid,14-11-2021,1187809,other,B1," 36 months",Verified,80196,0.0385,966.75,0.0991,30000,24,34803
849089,PA,INDIVIDUAL,2 years,George Junior Republic,B,OWN,11-08-2021,14-07-2021,14-07-2021,Fully Paid,14-08-2021,1060780,other,B1," 36 months",Verified,36184.8,0.2059,387.15,0.0999,12000,27,13928
1043511,CA,INDIVIDUAL,2 years,Crossmark,B,OWN,11-12-2021,16-01-2021,14-12-2021,Fully Paid,14-01-2022,1273844,other,B5," 36 months",Verified,20000,0.225,100.64,0.1269,3000,24,3624
810487,FL,INDIVIDUAL,5 years,J.Crew,B,OWN,11-07-2021,16-05-2021,14-03-2021,Fully Paid,14-04-2021,1017402,other,B5," 36 months",Verified,39000,0.112,398.52,0.1199,12000,14,14307
395653,TX,INDIVIDUAL,1 year,"PUNGO, Inc.",B,OWN,09-05-2021,10-01-2021,10-01-2021,Fully Paid,10-02-2021,435328,other,B5," 36 months",Verified,50000,0.0725,263.19,0.1221,15200,11,8490
397366,PA,INDIVIDUAL,5 years,Presbyterian Homes,B,OWN,09-05-2021,12-05-2021,12-05-2021,Fully Paid,12-06-2021,438066,other,B4," 36 months",Verified,24744,0.0669,165.82,0.1189,5000,37,5970
431496,MD,INDIVIDUAL,1 year,Self employed,C,OWN,09-08-2021,16-03-2021,12-08-2021,Fully Paid,12-09-2021,512227,other,C1," 36 months",Verified,43236,0.1327,605.4,0.1287,18000,12,21794
505052,FL,INDIVIDUAL,4 years,dental Team,C,OWN,10-04-2021,13-05-2021,13-05-2021,Fully Paid,13-06-2021,650588,other,C5," 36 months",Verified,50000,0.0341,102.86,0.1422,3000,6,3703
556851,MN,INDIVIDUAL,6 years,Cambria,C,OWN,10-08-2021,16-05-2021,13-08-2021,Fully Paid,13-09-2021,717000,other,C2," 36 months",Verified,36960,0.1909,509.83,0.1361,15000,25,18355
1034948,NY,INDIVIDUAL,10+ years,NYC Board of Education,C,OWN,11-11-2021,16-04-2021,13-08-2021,Fully Paid,13-09-2021,1264784,other,C2," 36 months",Verified,100000,0.1492,68.62,0.1427,2000,18,2367
367703,SC,INDIVIDUAL,4 years,Verizon Business,C,OWN,08-12-2021,13-06-2021,10-03-2021,Fully Paid,10-04-2021,381493,other,C4," 36 months",Verified,50000,0.2083,339.23,0.1347,10000,7,11403
455659,NH,INDIVIDUAL,1 year,BAE SYSTEMS,C,OWN,09-12-2021,16-04-2021,13-01-2021,Fully Paid,13-02-2021,565217,other,C1," 36 months",Verified,102000,0.1869,235.44,0.1287,7000,38,8476
362265,NJ,INDIVIDUAL,10+ years,FOX News Channel,C,OWN,09-02-2021,16-05-2021,11-03-2021,Fully Paid,11-04-2021,371555,other,C4," 36 months",Verified,96000,0.1344,508.84,0.1347,15000,17,17959
615822,MA,INDIVIDUAL,8 years,MGH,C,OWN,10-11-2021,13-12-2021,13-12-2021,Fully Paid,13-01-2022,789670,other,C2," 36 months",Verified,63996,0.1753,402.08,0.1261,12000,39,14475
402765,PA,INDIVIDUAL,8 years,FATIGATI NALIN AND ASSOC,D,OWN,09-05-2021,15-11-2021,12-05-2021,Fully Paid,12-06-2021,447665,other,D5," 36 months",Verified,44700,0.1259,501.79,0.1537,14400,11,18064
786739,LA,INDIVIDUAL,10+ years,harrah's casino,D,OWN,11-06-2021,15-12-2021,13-10-2021,Fully Paid,13-11-2021,990206,other,D2," 36 months",Verified,50400,0.0805,246.07,0.1599,7000,17,8718
502598,NJ,INDIVIDUAL,1 year,Verizon,D,OWN,10-04-2021,12-04-2021,12-04-2021,Fully Paid,12-05-2021,646381,other,D1," 36 months",Verified,27500,0.0253,172.33,0.1459,5000,23,6000
450960,TX,INDIVIDUAL,5 years,USAA,D,OWN,09-11-2021,10-12-2021,10-10-2021,Fully Paid,10-11-2021,555217,other,D4," 36 months",Verified,235000,0.1239,391.85,0.1565,11200,61,12624
781648,CA,INDIVIDUAL,6 years,Oracle Corporation,D,OWN,11-06-2021,14-01-2021,14-01-2021,Fully Paid,14-02-2021,984504,other,D4," 36 months",Verified,98000,0.1441,361.88,0.1807,10000,20,12903
516360,IL,INDIVIDUAL,< 1 year,united oil products,E,OWN,10-09-2021,13-09-2021,13-10-2021,Fully Paid,13-11-2021,667385,other,E3," 36 months",Verified,32004,0.2201,330.67,0.1719,9250,4,11905
376101,IL,INDIVIDUAL,1 year,Cancer Care and Hematology Specialists & Bloomingdale Fire Protection District,E,OWN,09-02-2021,12-02-2021,12-02-2021,Fully Paid,12-03-2021,398904,other,E1," 36 months",Verified,30000,0.0268,525.03,0.1568,15000,9,18901
467145,NY,INDIVIDUAL,5 years,Department of Veterans Affairs,F,OWN,09-12-2021,12-11-2021,12-10-2021,Fully Paid,12-11-2021,587328,other,F4," 36 months",Verified,115000,0.1179,293.77,0.1913,8000,39,10562
486412,IL,INDIVIDUAL,1 year,Market Staff,A,RENT,10-02-2021,16-05-2021,11-11-2021,Fully Paid,11-12-2021,619890,other,A4," 36 months",Verified,100000,0.0559,311.1,0.0751,10000,18,10944
379639,CO,INDIVIDUAL,1 year,Allstate Corp.,A,RENT,09-02-2021,12-02-2021,11-10-2021,Fully Paid,11-11-2021,406276,other,A4," 36 months",Verified,53000,0.1542,111.82,0.0932,3500,20,4012
517982,MA,INDIVIDUAL,1 year,kmart,A,RENT,10-05-2021,15-08-2021,13-06-2021,Fully Paid,13-07-2021,669505,other,A5," 36 months",Verified,18000,0.2128,218.97,0.0788,7000,24,7883
974430,CA,INDIVIDUAL,10+ years,Verizon Wireless,A,RENT,11-10-2021,16-05-2021,14-07-2021,Fully Paid,14-08-2021,1196509,other,A2," 36 months",Verified,57600,0.1638,307.04,0.0662,10000,8,11043
1001414,OH,INDIVIDUAL,10+ years,shields blice  and  company cpa inc,A,RENT,11-11-2021,16-05-2021,13-03-2021,Fully Paid,13-04-2021,1227000,other,A2," 36 months",Verified,54996,0.1774,614.08,0.0662,20000,13,21358
892351,MN,INDIVIDUAL,10+ years,CIGNA HealthCare,A,RENT,11-09-2021,12-05-2021,12-05-2021,Fully Paid,12-06-2021,1109284,other,A2," 36 months",Verified,164000,0.044,245.63,0.0662,8000,26,8285
711742,NY,INDIVIDUAL,10+ years,U S Postal Service,A,RENT,11-03-2021,14-04-2021,14-02-2021,Fully Paid,14-03-2021,904730,other,A3," 36 months",Verified,55000,0.1575,148.04,0.0692,4800,18,5326
480637,TX,INDIVIDUAL,10+ years,"Department of Justice, BOP",A,RENT,10-01-2021,16-01-2021,10-06-2021,Fully Paid,10-07-2021,603658,other,A3," 36 months",Verified,62217,0.2299,115.51,0.0774,3700,27,3770
1029563,WI,INDIVIDUAL,10+ years,Aramark Healthcare,A,RENT,11-12-2021,16-03-2021,13-04-2021,Fully Paid,13-05-2021,1258932,other,A3," 36 months",Verified,59000,0.1054,622.22,0.0751,20000,26,21619
752580,VA,INDIVIDUAL,10+ years,McDonald's,A,RENT,11-05-2021,14-05-2021,14-06-2021,Fully Paid,14-07-2021,932673,other,A4," 36 months",Verified,29000,0.1912,205.28,0.0749,6600,17,7390
1011948,CA,INDIVIDUAL,10+ years,,A,RENT,11-11-2021,14-04-2021,14-03-2021,Fully Paid,14-04-2021,1239054,other,A5," 36 months",Verified,120000,0.021,584.26,0.089,18400,8,20881
582560,FL,INDIVIDUAL,2 years,Fidelity Investments,A,RENT,10-09-2021,13-10-2021,13-10-2021,Fully Paid,13-11-2021,748657,other,A3," 36 months",Verified,39400,0.1721,77.36,0.0714,2500,24,2785
513789,VA,INDIVIDUAL,2 years,Unisys,A,RENT,10-05-2021,11-11-2021,11-11-2021,Fully Paid,11-12-2021,663936,other,A4," 36 months",Verified,45996,0.1415,248.89,0.0751,8000,14,8642
1011471,NJ,INDIVIDUAL,3 years,Roselle Park Board of Education,A,RENT,11-11-2021,16-01-2021,12-12-2021,Fully Paid,12-01-2022,1238546,other,A3," 36 months",Verified,15500,0.031,248.89,0.0751,8000,12,8552
395888,CA,INDIVIDUAL,3 years,Boeing Company,A,RENT,09-04-2021,12-05-2021,12-05-2021,Fully Paid,12-06-2021,435716,other,A5," 36 months",Verified,82300,0.0058,115.54,0.0963,3600,27,4159
890826,FL,INDIVIDUAL,4 years,Shorecrest Preparatory School,A,RENT,11-09-2021,14-04-2021,13-02-2021,Fully Paid,13-03-2021,1107532,other,A1," 36 months",Verified,40000,0.2766,426.1,0.0603,14000,29,14907
583079,NY,INDIVIDUAL,4 years,modells sporting good store,A,RENT,10-09-2021,16-05-2021,13-10-2021,Fully Paid,13-11-2021,747613,other,A3," 36 months",Verified,22000,0.0055,77.36,0.0714,2500,10,2785
784305,CA,INDIVIDUAL,4 years,Centerplate Inc.,A,RENT,11-06-2021,16-05-2021,12-06-2021,Fully Paid,12-07-2021,987502,other,A4," 36 months",Verified,125000,0.2133,101.09,0.0749,3250,42,3445
550117,CA,INDIVIDUAL,4 years,Apple,A,RENT,10-07-2021,12-01-2021,12-01-2021,Fully Paid,12-02-2021,709117,other,A5," 36 months",Verified,115000,0.0967,150.15,0.0788,4800,33,5226
878917,CA,INDIVIDUAL,5 years,"BRE Properties, Inc.",A,RENT,11-09-2021,14-09-2021,14-09-2021,Fully Paid,14-10-2021,1093689,other,A1," 36 months",Verified,75000,0.0141,337.84,0.0603,11100,11,12162
500824,CA,INDIVIDUAL,5 years,T-Mobile USA,A,RENT,10-04-2021,16-05-2021,13-05-2021,Fully Paid,13-06-2021,643421,other,A3," 36 months",Verified,118000,0.1073,309.4,0.0714,10000,15,11139
1044298,AZ,INDIVIDUAL,5 years,MORE MAZDA,A,RENT,11-12-2021,14-10-2021,14-10-2021,Fully Paid,14-11-2021,1274662,other,A4," 36 months",Verified,30000,0.1788,500.65,0.079,16000,12,18013
368243,CA,INDIVIDUAL,5 years,Visionary Home Builders of CA,A,RENT,08-12-2021,14-01-2021,11-07-2021,Fully Paid,11-08-2021,382476,other,A4," 36 months",Verified,62000,0.0852,306.69,0.0932,9600,21,10972
543240,NY,INDIVIDUAL,5 years,Starbucks Coffee Co,A,RENT,10-07-2021,12-10-2021,12-09-2021,Fully Paid,12-10-2021,700898,other,A5," 36 months",Verified,50004,0.0727,125.13,0.0788,4000,21,4476
628401,CA,INDIVIDUAL,5 years,costco wholesale,A,RENT,10-12-2021,15-01-2021,13-12-2021,Fully Paid,13-01-2022,805215,other,A5," 36 months",Verified,38004,0.2378,154.18,0.0691,5000,17,5551
772558,NY,INDIVIDUAL,5 years,Ramsey Electronics,A,RENT,11-06-2021,12-10-2021,12-09-2021,Fully Paid,12-10-2021,974496,other,A5," 36 months",Verified,32496,0.2397,138.88,0.0849,4400,8,4784
533698,GA,INDIVIDUAL,5 years,Endeavor Telecom,A,RENT,10-07-2021,14-02-2021,10-12-2021,Fully Paid,10-01-2022,689842,other,A5," 36 months",Verified,110004,0.0736,437.94,0.0788,14000,12,14227
614816,NY,INDIVIDUAL,7 years,Department of Education,A,RENT,10-11-2021,15-01-2021,13-12-2021,Fully Paid,13-01-2022,788391,other,A2," 36 months",Verified,66240,0.0918,151.64,0.0579,5000,22,5459
676033,IL,INDIVIDUAL,7 years,Richardson Manufacturing Company,A,RENT,11-02-2021,14-02-2021,14-02-2021,Fully Paid,14-03-2021,863964,other,A4," 36 months",Verified,36000,0.26,403.13,0.0729,13000,19,14511
540859,NY,INDIVIDUAL,8 years,Target,A,RENT,10-07-2021,12-08-2021,12-07-2021,Fully Paid,12-08-2021,698233,other,A3," 36 months",Verified,27000,0.1222,123.77,0.0714,4000,9,4400
680249,NY,INDIVIDUAL,8 years,walgreens co.,A,RENT,11-02-2021,16-04-2021,12-12-2021,Fully Paid,12-01-2022,868986,other,A3," 36 months",Verified,75000,0.2493,370.09,0.0692,12000,30,13075
640565,CA,INDIVIDUAL,8 years,USI Insurance Services,A,RENT,11-01-2021,16-03-2021,12-12-2021,Fully Paid,12-01-2022,820005,other,A3," 36 months",Verified,54000,0.1922,305,0.0617,10000,26,10841
994322,CA,INDIVIDUAL,9 years,albertsons,A,RENT,11-10-2021,13-11-2021,13-11-2021,Fully Paid,13-12-2021,1218947,other,A1," 36 months",Verified,30000,0.0232,255.66,0.0603,8400,16,9106
863203,MA,INDIVIDUAL,9 years,Dynamics Research Corporation,A,RENT,11-08-2021,14-05-2021,14-05-2021,Fully Paid,14-06-2021,1076320,other,A3," 36 months",Verified,66143.38,0.2192,740.95,0.0699,24000,14,26200
627479,NV,INDIVIDUAL,9 years,Home Power Inc,A,RENT,10-12-2021,16-05-2021,12-03-2021,Fully Paid,12-04-2021,804078,other,A5," 36 months",Verified,55000,0.0288,154.18,0.0691,5000,17,5264
689567,OK,INDIVIDUAL,< 1 year,Corrections Corporation of America,A,RENT,11-03-2021,16-03-2021,12-05-2021,Fully Paid,12-06-2021,879870,other,A4," 36 months",Verified,22000,0.222,62.02,0.0729,2000,4,2142
1019275,MA,INDIVIDUAL,< 1 year,NetApp,A,RENT,11-11-2021,12-08-2021,12-08-2021,Fully Paid,12-09-2021,1247957,other,A4," 36 months",Verified,120000,0.0094,1095.16,0.079,35000,15,36386
500961,FL,INDIVIDUAL,< 1 year,Best Buy,A,RENT,10-04-2021,14-03-2021,13-04-2021,Fully Paid,13-05-2021,643656,other,A4," 36 months",Verified,20743,0.0231,155.55,0.0751,5000,23,5600
395659,CA,INDIVIDUAL,< 1 year,Intel,A,RENT,09-04-2021,10-02-2021,10-02-2021,Fully Paid,10-03-2021,422412,other,A5," 36 months",Verified,71599,0.0949,192.57,0.0963,6000,10,6359
638823,WA,INDIVIDUAL,1 year,Microsoft Corporation,A,RENT,11-01-2021,15-01-2021,12-09-2021,Fully Paid,12-10-2021,818281,other,A5," 36 months",Verified,105000,0.0805,370.04,0.0691,12000,20,13041
510566,MD,INDIVIDUAL,< 1 year,Department of Homeland Security,A,RENT,10-05-2021,15-09-2021,13-05-2021,Fully Paid,13-06-2021,659264,other,A5," 36 months",Verified,75000,0.2031,375.37,0.0788,12000,27,13514
1042802,CA,INDIVIDUAL,4 years,AstroMotive Auto Service,A,RENT,11-12-2021,15-09-2021,12-02-2021,Fully Paid,12-03-2021,1272895,other,A3," 36 months",Verified,63000,0.0556,171.11,0.0751,5500,15,5538
591234,FL,INDIVIDUAL,< 1 year,Autozone,A,RENT,10-10-2021,16-02-2021,13-10-2021,Fully Paid,13-11-2021,759398,other,A5," 36 months",Verified,12000,0.037,93.85,0.0788,3000,5,3379
605439,NY,INDIVIDUAL,1 year,EZ Apparel,A,RENT,10-11-2021,13-11-2021,13-11-2021,Fully Paid,13-12-2021,776716,other,A4," 36 months",Verified,50000,0.0247,252.24,0.0654,12000,8,9081
815102,MA,INDIVIDUAL,1 year,Smith&Nephew,A,RENT,11-07-2021,16-04-2021,13-05-2021,Fully Paid,13-06-2021,1022700,other,A5," 36 months",Verified,25200,0.2152,126.26,0.0849,4000,5,4455
473447,VA,INDIVIDUAL,1 year,Federal Emergency Management Agency,A,RENT,10-01-2021,10-11-2021,10-10-2021,Fully Paid,10-11-2021,598347,other,A5," 36 months",Verified,78513,0.0061,317.72,0.0894,10000,5,10604
432200,FL,INDIVIDUAL,10+ years,INTERNAL REVENUE SERVICE,A,RENT,09-08-2021,14-07-2021,12-09-2021,Fully Paid,12-10-2021,513529,other,A4," 36 months",Verified,57996,0.0861,189.67,0.0859,6000,18,6828
576237,AL,INDIVIDUAL,10+ years,Jefferson County Board of Education,A,RENT,10-09-2021,13-03-2021,13-03-2021,Fully Paid,13-04-2021,741086,other,A5," 36 months",Verified,47544,0.0429,78.21,0.0788,2500,23,2805
541703,CA,INDIVIDUAL,2 years,Spherion,A,RENT,10-07-2021,15-03-2021,13-05-2021,Fully Paid,13-06-2021,699153,other,A3," 36 months",Verified,54000,0.0744,185.65,0.0714,6000,13,6681
859555,TX,INDIVIDUAL,2 years,Cigna,A,RENT,11-08-2021,16-04-2021,14-02-2021,Fully Paid,14-03-2021,1072252,other,A4," 36 months",Verified,69000,0.2577,186.61,0.0749,6000,27,6686
812457,IL,INDIVIDUAL,3 years,Wildman Harrold Allen & Dixon,A,RENT,11-07-2021,14-07-2021,14-08-2021,Fully Paid,14-09-2021,1019618,other,A4," 36 months",Verified,87000,0.0629,485.19,0.0749,20000,31,17467
432108,TX,INDIVIDUAL,3 years,"Hartford Financial Services Group, Inc",A,RENT,10-01-2021,13-02-2021,13-02-2021,Fully Paid,13-03-2021,513386,other,A5," 36 months",Verified,43000,0.2478,362.2,0.0894,11400,30,13040
792463,CA,INDIVIDUAL,4 years,RITE AID TRANSPORTATION,A,RENT,11-06-2021,16-05-2021,14-07-2021,Fully Paid,14-08-2021,996882,other,A4," 36 months",Verified,43200,0.0128,311.02,0.0749,10000,28,11197
614257,IL,INDIVIDUAL,4 years,Independence Plus Inc.,A,RENT,10-11-2021,13-12-2021,13-12-2021,Fully Paid,13-01-2022,787484,other,A4," 36 months",Verified,54996,0.1643,460.01,0.0654,15000,27,16560
519873,MA,INDIVIDUAL,7 years,Waste Management,A,RENT,10-05-2021,11-12-2021,11-12-2021,Fully Paid,11-01-2022,672049,other,A4," 36 months",Verified,88000,0.114,311.11,0.0751,10000,8,10598
525372,CA,INDIVIDUAL,7 years,USI,A,RENT,10-06-2021,16-03-2021,12-11-2021,Fully Paid,12-12-2021,679769,other,A5," 36 months",Verified,54000,0.1647,250.25,0.0788,8000,23,8964
357881,FL,INDIVIDUAL,8 years,LaFayette,A,RENT,08-10-2021,10-12-2021,10-12-2021,Fully Paid,10-01-2022,363283,other,A4," 36 months",Verified,60000,0.0486,238.75,0.0907,7500,29,8474
849436,FL,INDIVIDUAL,< 1 year,"National Retail Properties, Inc.",A,RENT,11-08-2021,14-01-2021,13-01-2021,Fully Paid,13-02-2021,1061155,other,A3," 36 months",Verified,55182.4,0.2075,185.24,0.0699,6000,23,6473
617034,TX,INDIVIDUAL,< 1 year,Baylor Health Care Systems,A,RENT,10-12-2021,13-12-2021,14-01-2021,Fully Paid,14-02-2021,791115,other,A4," 36 months",Verified,53088,0.0497,184.01,0.0654,6000,13,6624
437915,CA,INDIVIDUAL,< 1 year,Franklin Educational Services,A,RENT,09-09-2021,12-09-2021,12-09-2021,Fully Paid,12-10-2021,526646,other,A4," 36 months",Verified,36000,0.16,316.11,0.0859,10000,17,11380
429330,CA,INDIVIDUAL,< 1 year,Bakersfield Memorial Hospital,A,RENT,09-08-2021,16-05-2021,12-08-2021,Fully Paid,12-09-2021,508648,other,A5," 36 months",Verified,51000,0.1948,353.04,0.0963,11000,11,12709
591400,VA,INDIVIDUAL,1 year,Appalachian Agency for Senior Citizens,A,RENT,10-11-2021,13-12-2021,13-12-2021,Fully Paid,13-01-2022,759599,other,A2," 36 months",Verified,21000,0.1377,166.8,0.0579,5500,32,6005
1053621,CA,INDIVIDUAL,10+ years,Walmart,A,RENT,11-12-2021,14-12-2021,14-12-2021,Fully Paid,14-01-2022,1285215,other,A1," 36 months",Verified,16800,0.2029,201.64,0.0603,6625,17,7259
505852,IL,INDIVIDUAL,2 years,KPMG LLP,A,RENT,10-04-2021,15-04-2021,13-05-2021,Fully Paid,13-06-2021,652063,other,A4," 36 months",Verified,47900,0.1288,342.21,0.0751,11000,23,12320
972015,RI,INDIVIDUAL,5 years,bank of america,A,RENT,11-10-2021,16-01-2021,14-10-2021,Fully Paid,14-11-2021,1193761,other,A5," 36 months",Verified,36996,0.1846,317.54,0.089,10000,14,11431
461819,NJ,INDIVIDUAL,5 years,Prudential,A,RENT,09-11-2021,12-12-2021,12-12-2021,Fully Paid,12-01-2022,577430,other,A5," 36 months",Verified,64500,0.1033,317.72,0.0894,10000,21,11438
521431,VA,INDIVIDUAL,7 years,Walmart Distribution Center,A,RENT,10-05-2021,16-05-2021,13-06-2021,Fully Paid,13-07-2021,674291,other,A2," 36 months",Verified,33000,0.1964,123.07,0.0676,4000,14,4431
868224,VA,INDIVIDUAL,7 years,Safeway,A,RENT,11-09-2021,16-04-2021,14-09-2021,Fully Paid,14-10-2021,1081912,other,A4," 36 months",Verified,40000,0.1581,295.47,0.0749,9500,18,10637
