id,address_state,application_type,emp_length,emp_title,grade,home_ownership,issue_date,last_credit_pull_date,last_payment_date,loan_status,next_payment_date,member_id,purpose,sub_grade,term,verification_status,annual_income,dti,installment,int_rate,loan_amount,total_acc,total_payment
528519,MD,INDIVIDUAL,9 years,OC Shorts-Hatland Inc.,A,MORTGAGE,10-06-2021,13-06-2021,13-06-2021,Fully Paid,13-07-2021,683531,major purchase,A5," 36 months",Source Verified,51996,0.0058,187.69,0.0788,6000,18,6757
696601,KY,INDIVIDUAL,< 1 year,UDS LLC,A,MORTGAGE,11-03-2021,16-03-2021,12-05-2021,Fully Paid,12-06-2021,887783,major purchase,A1," 36 months",Source Verified,78000,0.0418,150.8,0.0542,5000,28,5210
708254,NY,INDIVIDUAL,< 1 year,Louis Dreyfus Highbridge Energy LLC,A,MORTGAGE,11-03-2021,12-05-2021,12-05-2021,Fully Paid,12-06-2021,900727,major purchase,A3," 36 months",Source Verified,135000,0.0333,185.05,0.0692,6000,11,6381
986874,FL,INDIVIDUAL,< 1 year,Geographic Solutions,A,MORTGAGE,11-10-2021,16-05-2021,14-03-2021,Fully Paid,14-04-2021,1210858,major purchase,A3," 36 months",Source Verified,66000,0.1434,186.67,0.0751,6000,10,6679
852428,MI,INDIVIDUAL,< 1 year,Breakaway bicycles,A,MORTGAGE,11-08-2021,15-06-2021,14-09-2021,Fully Paid,14-10-2021,1064484,major purchase,A3," 36 months",Source Verified,22000,0.0545,246.99,0.0699,8000,21,8891
522003,CA,INDIVIDUAL,< 1 year,APTARE,A,MORTGAGE,10-06-2021,13-06-2021,13-06-2021,Fully Paid,13-07-2021,675140,major purchase,A4," 36 months",Source Verified,141996,0.06,280.78,0.0751,14000,11,10108
528809,LA,INDIVIDUAL,< 1 year,satellites unlimited,A,MORTGAGE,10-06-2021,15-11-2021,13-06-2021,Fully Paid,13-07-2021,683918,major purchase,A4," 36 months",Source Verified,48000,0.1465,99.56,0.0751,3200,22,3584
757012,IL,INDIVIDUAL,10+ years,Harlem Consolidated School District,A,MORTGAGE,11-05-2021,16-05-2021,14-06-2021,Fully Paid,14-07-2021,956996,major purchase,A3," 36 months",Source Verified,70000,0.048,154.37,0.0699,5000,50,5557
528531,CT,INDIVIDUAL,10+ years,CT Attorney General's Office,A,MORTGAGE,10-06-2021,16-04-2021,13-06-2021,Fully Paid,13-07-2021,683543,major purchase,A4," 36 months",Source Verified,126000,0.1044,171.11,0.0751,5500,31,6160
708814,PA,INDIVIDUAL,1 year,"First Quality Baby Products , LLC",A,MORTGAGE,11-03-2021,12-07-2021,12-07-2021,Fully Paid,12-08-2021,901344,major purchase,A1," 36 months",Source Verified,36000,0.07,120.64,0.0542,4000,24,4221
742070,WY,INDIVIDUAL,1 year,Wyoming State Hospital,A,MORTGAGE,11-05-2021,14-05-2021,14-05-2021,Fully Paid,14-06-2021,940082,major purchase,A3," 36 months",Source Verified,54072,0.0122,92.62,0.0699,3000,9,3334
1012339,VA,INDIVIDUAL,10+ years,Xerox,A,MORTGAGE,11-11-2021,14-07-2021,12-05-2021,Fully Paid,12-06-2021,1239460,major purchase,A2," 36 months",Source Verified,31164,0.0154,138.17,0.0662,4500,15,4640
712243,OK,INDIVIDUAL,10+ years,Cherokee Nation,A,MORTGAGE,11-03-2021,15-06-2021,11-09-2021,Fully Paid,11-10-2021,905305,major purchase,A2," 36 months",Source Verified,49000,0.1847,72.79,0.0579,2400,29,2455
668053,KY,INDIVIDUAL,10+ years,Givaudan,A,MORTGAGE,11-02-2021,16-05-2021,13-04-2021,Fully Paid,13-05-2021,854085,major purchase,A3," 36 months",Source Verified,65004,0.1108,138.79,0.0692,4500,13,4954
673585,GA,INDIVIDUAL,10+ years,Cobb County Schools,A,MORTGAGE,11-02-2021,16-05-2021,12-03-2021,Fully Paid,12-04-2021,860962,major purchase,A3," 36 months",Source Verified,95000,0.2762,138.79,0.0692,4500,51,4768
814948,MA,INDIVIDUAL,10+ years,EMD MILLIPORE,A,MORTGAGE,11-07-2021,14-08-2021,14-08-2021,Fully Paid,14-09-2021,1022528,major purchase,A4," 36 months",Source Verified,55000,0.1274,311.02,0.0749,10000,12,11197
557218,AR,INDIVIDUAL,10+ years,Anitox Corp.,A,MORTGAGE,10-08-2021,16-05-2021,11-09-2021,Fully Paid,11-10-2021,717442,major purchase,A4," 36 months",Source Verified,66800,0.1663,298.67,0.0751,9600,36,10262
433989,NJ,INDIVIDUAL,10+ years,Late Show with David Letterman,A,MORTGAGE,09-08-2021,16-05-2021,12-09-2021,Fully Paid,12-10-2021,517399,major purchase,A5," 36 months",Source Verified,100000,0.1127,381.26,0.0894,12000,40,13724
565727,TX,INDIVIDUAL,10+ years,Reynolds and Reynolds,A,MORTGAGE,10-08-2021,15-04-2021,13-09-2021,Fully Paid,13-10-2021,727786,major purchase,A5," 36 months",Source Verified,56004,0.1313,187.69,0.0788,6000,24,6757
539292,CA,INDIVIDUAL,2 years,"Doctor M. Media, LLC",A,MORTGAGE,10-07-2021,13-11-2021,13-07-2021,Fully Paid,13-08-2021,696418,major purchase,A2," 36 months",Source Verified,125000,0.0729,246.14,0.0676,8000,23,8861
706553,NY,INDIVIDUAL,2 years,O'Connell Electric Co.,A,MORTGAGE,11-04-2021,14-04-2021,14-04-2021,Fully Paid,14-05-2021,898775,major purchase,A4," 36 months",Source Verified,65000,0.1475,217.07,0.0729,7000,25,7814
564335,CA,INDIVIDUAL,4 years,shopzilla.com,A,MORTGAGE,10-08-2021,16-05-2021,11-02-2021,Fully Paid,11-03-2021,726130,major purchase,A3," 36 months",Source Verified,100000,0.052,61.89,0.0714,2000,16,2057
886946,TX,INDIVIDUAL,5 years,Conway Freight,A,MORTGAGE,11-09-2021,16-03-2021,14-10-2021,Fully Paid,14-11-2021,1103019,major purchase,A1," 36 months",Source Verified,61147,0.063,517.41,0.0603,17000,14,18627
765133,AZ,INDIVIDUAL,5 years,Charles Schwab,A,MORTGAGE,11-05-2021,16-05-2021,14-01-2021,Fully Paid,14-02-2021,965972,major purchase,A3," 36 months",Source Verified,36300,0.083,277.86,0.0699,9000,22,9980
820957,PA,INDIVIDUAL,5 years,LGH,A,MORTGAGE,11-07-2021,14-08-2021,14-08-2021,Fully Paid,14-09-2021,1029210,major purchase,A4," 36 months",Source Verified,60000,0.1402,174.17,0.0749,5600,21,6270
826135,KS,INDIVIDUAL,5 years,SELF,A,MORTGAGE,11-09-2021,15-10-2021,12-12-2021,Fully Paid,12-01-2022,1034985,major purchase,A4," 36 months",Source Verified,131004,0.1077,782.26,0.079,25000,41,26826
644581,NJ,INDIVIDUAL,7 years,Sears Holdings,A,MORTGAGE,11-01-2021,14-01-2021,14-01-2021,Fully Paid,14-02-2021,824819,major purchase,A4," 36 months",Source Verified,140000,0.1192,613.35,0.0654,20000,46,22081
551197,MA,INDIVIDUAL,2 years,All Source Freight Solutions,A,MORTGAGE,10-07-2021,13-08-2021,13-08-2021,Fully Paid,13-09-2021,710362,major purchase,A2," 36 months",Source Verified,140000,0.0881,184.61,0.0676,6000,29,6646
751200,NV,INDIVIDUAL,2 years,Aria Resort & Casino,A,MORTGAGE,11-05-2021,11-09-2021,11-09-2021,Fully Paid,11-10-2021,950627,major purchase,A4," 36 months",Source Verified,51000,0.0035,74.65,0.0749,2400,19,2444
746985,MA,INDIVIDUAL,< 1 year,Springfield Technical Community College,A,MORTGAGE,11-05-2021,16-04-2021,14-05-2021,Fully Paid,14-06-2021,945809,major purchase,A2," 36 months",Source Verified,112000,0.1429,91.26,0.0599,3000,31,3285
537505,CA,INDIVIDUAL,3 years,Temperatures Unlimited,A,MORTGAGE,10-07-2021,13-12-2021,13-04-2021,Fully Paid,13-05-2021,694317,major purchase,A3," 36 months",Source Verified,33600,0.0314,216.59,0.0714,7000,8,7790
641676,VA,INDIVIDUAL,4 years,Rituals Salon-Spa,A,MORTGAGE,11-01-2021,14-08-2021,14-01-2021,Fully Paid,14-02-2021,821379,major purchase,A2," 36 months",Source Verified,61000,0.0726,212.29,0.0579,7000,11,7643
971316,IL,INDIVIDUAL,5 years,Northwestern university,A,MORTGAGE,11-10-2021,14-09-2021,14-08-2021,Fully Paid,14-09-2021,1193037,major purchase,A2," 36 months",Source Verified,74000,0.1779,307.04,0.0662,10000,38,11048
832789,IL,INDIVIDUAL,5 years,Flanagan-Cornell High School,A,MORTGAGE,11-08-2021,16-05-2021,13-05-2021,Fully Paid,13-06-2021,1042275,major purchase,A5," 36 months",Source Verified,47300,0.0028,299.85,0.0849,9500,8,10366
1035647,TX,INDIVIDUAL,6 years,Hewlett Packard,A,MORTGAGE,11-11-2021,16-04-2021,13-06-2021,Fully Paid,13-07-2021,1265298,major purchase,A1," 36 months",Source Verified,109000,0.1245,486.97,0.0603,16000,20,17127
1014802,OH,INDIVIDUAL,7 years,Atos Inc,A,MORTGAGE,11-11-2021,13-11-2021,13-10-2021,Fully Paid,13-11-2021,1242199,major purchase,A1," 36 months",Source Verified,110000,0.1486,486.97,0.0603,16000,42,17240
511300,OK,INDIVIDUAL,< 1 year,Med Tech Solutions,A,MORTGAGE,10-05-2021,13-02-2021,13-02-2021,Fully Paid,13-03-2021,660429,major purchase,A4," 36 months",Source Verified,38400,0.1538,311.1,0.0751,10000,10,11188
845828,MN,INDIVIDUAL,< 1 year,regency beauty institute,A,MORTGAGE,11-08-2021,16-05-2021,12-03-2021,Fully Paid,12-04-2021,1057117,major purchase,A4," 36 months",Source Verified,40000,0.1311,111.97,0.0749,3600,26,3745
991606,TX,INDIVIDUAL,< 1 year,Nuconsteel,A,MORTGAGE,11-10-2021,13-09-2021,13-10-2021,Fully Paid,13-11-2021,1216013,major purchase,A4," 36 months",Source Verified,84000,0.1314,219.04,0.079,7000,30,7758
714755,VA,INDIVIDUAL,< 1 year,"Didlake, Inc.",A,MORTGAGE,11-04-2021,15-01-2021,12-10-2021,Fully Paid,12-11-2021,908211,major purchase,A5," 36 months",Source Verified,66500,0.2115,130.96,0.0766,4200,17,4577
777779,KY,INDIVIDUAL,1 year,Future Visions,A,MORTGAGE,11-06-2021,13-09-2021,13-08-2021,Fully Paid,13-09-2021,980304,major purchase,A5," 36 months",Source Verified,84996,0.0781,78.91,0.0849,2500,19,2811
673032,AZ,INDIVIDUAL,1 year,Equiclaim,A,MORTGAGE,11-02-2021,12-06-2021,12-06-2021,Fully Paid,12-07-2021,860288,major purchase,A3," 36 months",Source Verified,57248,0.0042,277.57,0.0692,9000,43,9456
695069,FL,INDIVIDUAL,1 year,Doctors Anesthesia Associates,A,MORTGAGE,11-03-2021,12-01-2021,12-01-2021,Fully Paid,12-02-2021,886111,major purchase,A5," 36 months",Source Verified,260000,0.1068,436.52,0.0766,14000,27,14621
530370,NM,INDIVIDUAL,10+ years,elbar,A,MORTGAGE,10-06-2021,15-10-2021,13-07-2021,Fully Paid,13-08-2021,685811,major purchase,A5," 36 months",Source Verified,67000,0.19,103.23,0.0788,3300,42,3716
800347,CA,INDIVIDUAL,6 years,City of West Sacramento,A,MORTGAGE,11-07-2021,15-06-2021,14-07-2021,Fully Paid,14-08-2021,1005621,major purchase,A1," 36 months",Source Verified,70000,0.1572,180.96,0.0542,6000,35,6515
705930,FL,INDIVIDUAL,7 years,The continental Group,A,MORTGAGE,11-04-2021,16-05-2021,14-04-2021,Fully Paid,14-05-2021,898054,major purchase,A5," 36 months",Source Verified,31000,0.089,187.08,0.0766,6000,23,6735
1009747,TX,INDIVIDUAL,8 years,Burleson ISD,A,MORTGAGE,11-11-2021,16-03-2021,14-04-2021,Fully Paid,14-05-2021,1236723,major purchase,A4," 36 months",Source Verified,52800,0.1971,112.65,0.079,3600,16,4035
645481,MD,INDIVIDUAL,7 years,MET Labs,A,MORTGAGE,11-01-2021,16-05-2021,13-04-2021,Fully Paid,13-05-2021,825942,major purchase,A5," 36 months",Source Verified,780000,0.0058,138.77,0.0691,4500,15,4977
819417,NH,INDIVIDUAL,9 years,ADP TotalSource,A,MORTGAGE,11-08-2021,13-03-2021,13-03-2021,Fully Paid,13-04-2021,1027523,major purchase,A3," 36 months",Source Verified,68000,0.1948,339.6,0.0699,11000,31,11901
820510,KY,INDIVIDUAL,10+ years,UPS,B,MORTGAGE,11-07-2021,14-01-2021,14-01-2021,Fully Paid,14-02-2021,1028740,major purchase,B2," 36 months",Source Verified,100000,0.1708,325.45,0.1059,10000,24,11638
997736,OR,INDIVIDUAL,10+ years,Webtrends,B,MORTGAGE,11-10-2021,14-11-2021,14-11-2021,Fully Paid,14-12-2021,1222861,major purchase,B5," 36 months",Source Verified,120000,0.1848,67.09,0.1269,2000,48,2415
547672,TX,INDIVIDUAL,2 years,EFW Inc,B,MORTGAGE,10-07-2021,13-07-2021,13-08-2021,Fully Paid,13-09-2021,706190,major purchase,B2," 36 months",Source Verified,90000,0.036,163.11,0.1075,5000,19,5872
753644,NJ,INDIVIDUAL,5 years,New Horizons,B,MORTGAGE,11-05-2021,15-02-2021,11-06-2021,Fully Paid,11-07-2021,953304,major purchase,B3," 36 months",Source Verified,120000,0.0752,425.55,0.1099,13000,21,13119
525095,FL,INDIVIDUAL,6 years,bethesda,B,MORTGAGE,10-06-2021,16-05-2021,13-06-2021,Fully Paid,13-07-2021,679415,major purchase,B2," 36 months",Source Verified,30000,0.0936,151.69,0.1075,4650,29,5461
512406,NV,INDIVIDUAL,7 years,Las Vegas Wranglers Hockey,B,MORTGAGE,10-05-2021,16-04-2021,11-04-2021,Fully Paid,11-05-2021,662041,major purchase,B4," 36 months",Source Verified,122004,0.1249,366.64,0.1099,11200,19,12192
746034,OK,INDIVIDUAL,9 years,USAF,B,MORTGAGE,11-05-2021,14-05-2021,14-05-2021,Fully Paid,14-06-2021,944678,major purchase,B2," 36 months",Source Verified,48000,0.0383,260.36,0.1059,8000,7,9373
420667,OH,INDIVIDUAL,< 1 year,"Richard Goettle, Inc.",B,MORTGAGE,09-06-2021,09-10-2021,09-10-2021,Fully Paid,09-11-2021,492397,major purchase,B5," 36 months",Source Verified,87000,0.0007,266.52,0.1221,8000,11,8239
756072,NM,INDIVIDUAL,10+ years,State of new mexico,B,MORTGAGE,11-05-2021,12-11-2021,12-11-2021,Fully Paid,12-12-2021,955981,major purchase,B3," 36 months",Source Verified,96000,0.0205,130.94,0.1099,4000,44,4500
542738,GA,INDIVIDUAL,10+ years,DCT Systems Group,B,MORTGAGE,10-07-2021,16-02-2021,13-07-2021,Fully Paid,13-08-2021,700330,major purchase,B4," 36 months",Source Verified,61289,0.0852,65.95,0.1149,2000,17,2374
577146,PA,INDIVIDUAL,4 years,Alleghent County,B,MORTGAGE,10-09-2021,15-12-2021,13-10-2021,Fully Paid,13-11-2021,742206,major purchase,B5," 36 months",Source Verified,54000,0.1104,89.5,0.1186,2700,10,3222
722942,VA,INDIVIDUAL,5 years,lonestar steakhouse,B,MORTGAGE,11-04-2021,14-04-2021,14-04-2021,Fully Paid,14-05-2021,917818,major purchase,B4," 36 months",Source Verified,42000,0.0091,130.47,0.1074,4000,6,4697
593152,AL,INDIVIDUAL,10+ years,"Fairfax Imaging, Inc",B,MORTGAGE,10-10-2021,14-11-2021,12-04-2021,Fully Paid,12-05-2021,761720,major purchase,B3," 36 months",Source Verified,130000,0.0475,819.89,0.1112,25000,28,28293
732310,WI,INDIVIDUAL,10+ years,Baraboo-Dells Flight Center  Inc.,B,MORTGAGE,11-04-2021,16-05-2021,14-01-2021,Fully Paid,14-02-2021,928501,major purchase,B3," 36 months",Source Verified,66996,0.0953,194.65,0.1037,6000,18,6992
1054628,NY,INDIVIDUAL,10+ years,Cornell University,B,MORTGAGE,11-12-2021,15-03-2021,14-12-2021,Fully Paid,14-01-2022,1286281,major purchase,B4," 36 months",Source Verified,76500,0.1231,334.16,0.1242,10000,32,12029
1020528,NY,INDIVIDUAL,2 years,Queens College,B,MORTGAGE,11-11-2021,12-06-2021,12-06-2021,Fully Paid,12-07-2021,1249311,major purchase,B2," 36 months",Source Verified,20000,0.1164,208.47,0.1065,6400,7,6769
709539,VA,INDIVIDUAL,2 years,"GTEC, Inc.",B,MORTGAGE,11-03-2021,16-05-2021,12-09-2021,Fully Paid,12-10-2021,902175,major purchase,B4," 36 months",Source Verified,110000,0.1201,182.65,0.1074,5600,19,6283
878380,CA,INDIVIDUAL,3 years,Dept of Defense,B,MORTGAGE,11-09-2021,14-09-2021,14-09-2021,Fully Paid,14-10-2021,1093156,major purchase,B4," 36 months",Source Verified,95000,0.0465,237.4,0.1149,7200,17,8546
626701,AR,INDIVIDUAL,4 years,IBM,B,MORTGAGE,10-12-2021,11-07-2021,11-04-2021,Fully Paid,11-05-2021,803074,major purchase,B4," 36 months",Source Verified,85000,0.0284,32.27,0.0999,1000,18,1032
584461,WA,INDIVIDUAL,5 years,starks timber processing,B,MORTGAGE,10-09-2021,13-10-2021,13-10-2021,Fully Paid,13-11-2021,751013,major purchase,B2," 36 months",Source Verified,550000,0.0053,260.97,0.1075,8000,16,9395
1022460,MN,INDIVIDUAL,8 years,Multiband,B,MORTGAGE,11-11-2021,13-07-2021,13-07-2021,Fully Paid,13-08-2021,1251255,major purchase,B5," 36 months",Source Verified,180396,0.0621,603.81,0.1269,18000,37,20823
821790,CA,INDIVIDUAL,9 years,mercy mount shasta,B,MORTGAGE,11-07-2021,16-05-2021,14-08-2021,Fully Paid,14-09-2021,1030175,major purchase,B5," 36 months",Source Verified,95000,0.1499,398.52,0.1199,12000,26,14346
