id,address_state,application_type,emp_length,emp_title,grade,home_ownership,issue_date,last_credit_pull_date,last_payment_date,loan_status,next_payment_date,member_id,purpose,sub_grade,term,verification_status,annual_income,dti,installment,int_rate,loan_amount,total_acc,total_payment
882969,PA,INDIVIDUAL,2 years,University of North Carolina Wilmington,D,RENT,11-10-2021,16-05-2021,16-05-2021,Current,16-06-2021,1098227,Debt consolidation,D2," 60 months",Source Verified,70900,0.2327,435.24,0.1677,17600,18,23923
989431,CA,INDIVIDUAL,2 years,"Bankruptcy Advantage, LLC",D,RENT,11-11-2021,16-05-2021,16-05-2021,Current,16-06-2021,1213387,Debt consolidation,D3," 60 months",Source Verified,82500,0.1411,299.98,0.1727,12000,11,16162
773040,PA,INDIVIDUAL,2 years,Krevel Trucking Inc.,D,RENT,11-06-2021,16-05-2021,16-05-2021,Current,16-06-2021,975049,Debt consolidation,D4," 60 months",Source Verified,43000,0.1136,364.47,0.1689,14700,21,21424
839927,CA,INDIVIDUAL,3 years,desert rose casino,D,RENT,11-08-2021,16-05-2021,16-05-2021,Current,16-06-2021,1050202,Debt consolidation,D5," 60 months",Source Verified,31308,0.079,80.38,0.1749,3200,17,4559
984775,OH,INDIVIDUAL,4 years,TDC Companies,D,RENT,11-10-2021,16-05-2021,16-05-2021,Current,16-06-2021,1208197,Debt consolidation,D4," 60 months",Source Verified,51000,0.1845,503.32,0.1758,20000,14,27610
842409,CA,INDIVIDUAL,8 years,Little Bear School,D,RENT,11-08-2021,16-05-2021,16-04-2021,Current,16-05-2021,1053084,Debt consolidation,D3," 60 months",Source Verified,48000,0.1307,245.8,0.1649,10000,13,13735
802351,CA,INDIVIDUAL,< 1 year,Riverstone Residential Group,D,RENT,11-07-2021,16-05-2021,16-05-2021,Current,16-06-2021,1007997,Debt consolidation,D5," 60 months",Source Verified,41600,0.0225,155.73,0.1749,6200,4,9000
1033775,NY,INDIVIDUAL,5 years,mount sinai hospital,D,RENT,11-12-2021,16-05-2021,16-05-2021,Current,16-06-2021,1263353,Debt consolidation,D3," 60 months",Source Verified,103000,0.1053,179.99,0.1727,7200,21,9516
904606,NJ,INDIVIDUAL,3 years,progress rail services,D,RENT,11-11-2021,16-05-2021,16-05-2021,Current,16-06-2021,1125157,Debt consolidation,D4," 60 months",Source Verified,32000,0.1673,402.65,0.1758,16000,18,21307
940996,OK,INDIVIDUAL,10+ years,OG&E Enogex,D,RENT,11-10-2021,16-05-2021,16-05-2021,Current,16-06-2021,1161747,Debt consolidation,D5," 60 months",Source Verified,140000,0.1855,408.48,0.1825,16000,63,22433
1033954,CA,INDIVIDUAL,4 years,triad family services,D,RENT,11-11-2021,16-05-2021,16-05-2021,Current,16-06-2021,1263741,Debt consolidation,D4," 60 months",Source Verified,29000,0.125,91.86,0.1758,3650,28,4853
771545,MO,INDIVIDUAL,5 years,keystone automotive,D,RENT,11-06-2021,16-05-2021,16-05-2021,Current,16-06-2021,973339,Debt consolidation,D3," 60 months",Source Verified,27504,0.2099,88.49,0.1649,3600,9,5207
745718,CA,INDIVIDUAL,2 years,deloitte tax llp,E,RENT,11-05-2021,16-05-2021,16-05-2021,Current,16-06-2021,944338,Debt consolidation,E3," 60 months",Source Verified,75000,0.1998,132.64,0.06,6400,25,8614
965621,HI,INDIVIDUAL,9 years,Army,E,RENT,11-10-2021,16-05-2021,16-05-2021,Current,16-06-2021,1186254,Debt consolidation,E4," 60 months",Source Verified,74400,0.1669,68.76,0.1991,2600,8,3795
847584,NJ,INDIVIDUAL,7 years,United Parcel Service,E,RENT,11-08-2021,16-05-2021,16-05-2021,Current,16-06-2021,1059096,Debt consolidation,E2," 60 months",Source Verified,90000,0.2167,640.16,0.1839,25000,18,36487
831655,WA,INDIVIDUAL,7 years,Boeing,E,RENT,11-08-2021,16-05-2021,16-05-2021,Current,16-06-2021,1040903,Debt consolidation,E2," 60 months",Source Verified,79010,0.0879,204.85,0.1839,8000,27,11675
1005707,DC,INDIVIDUAL,< 1 year,National Abortion Federation,E,RENT,11-11-2021,16-05-2021,16-05-2021,Current,16-06-2021,1232077,Debt consolidation,E1," 60 months",Source Verified,42000,0.0789,51.49,0.1864,2000,9,2792
970248,MO,INDIVIDUAL,< 1 year,Maritz Research,E,RENT,11-10-2021,16-05-2021,16-05-2021,Current,16-06-2021,1191494,Debt consolidation,E3," 60 months",Source Verified,39996,0.078,130.87,0.1942,5000,7,7180
755920,CA,INDIVIDUAL,< 1 year,Nissan Of Elk Grove,E,RENT,11-05-2021,16-04-2021,16-05-2021,Current,16-06-2021,955806,Debt consolidation,E4," 60 months",Source Verified,54000,0.0716,391.51,0.1929,15000,14,23083
761764,NJ,INDIVIDUAL,< 1 year,VRC Investigations,E,RENT,11-05-2021,16-05-2021,16-05-2021,Current,16-06-2021,962240,Debt consolidation,E3," 60 months",Source Verified,36000,0.2003,319.59,0.1879,12375,17,18834
1016028,TX,INDIVIDUAL,1 year,Star-Luck Enterprise Inc.,F,RENT,11-11-2021,16-05-2021,16-05-2021,Current,16-06-2021,1243512,Debt consolidation,F5," 60 months",Source Verified,290000,0.0726,834.55,0.2235,30000,36,44203
845642,FL,INDIVIDUAL,10+ years,Pepsi Co,F,RENT,11-08-2021,16-05-2021,16-05-2021,Current,16-06-2021,1056913,Debt consolidation,F4," 60 months",Source Verified,100000,0.0558,207.15,0.2136,7600,4,11591
838997,CA,INDIVIDUAL,< 1 year,Mattel/PrO Unlimited,D,RENT,11-08-2021,16-05-2021,16-05-2021,Current,16-06-2021,1049129,Debt consolidation,D5," 60 months",Source Verified,69996,0.0334,90.43,0.1749,3600,9,5131
842916,OH,INDIVIDUAL,9 years,OstermanCron,C,MORTGAGE,11-08-2021,16-05-2021,16-05-2021,Current,16-06-2021,1053620,Debt consolidation,C1," 60 months",Source Verified,45000,0.2459,73.94,0.1299,3250,25,4126
991309,IL,INDIVIDUAL,5 years,Matteson School District 162,D,MORTGAGE,11-10-2021,16-05-2021,16-05-2021,Current,16-06-2021,1215494,Debt consolidation,D2," 60 months",Source Verified,42000,0.1931,309.12,0.1677,12500,30,16635
758038,MI,INDIVIDUAL,6 years,Jon DeGraaf painting,E,MORTGAGE,11-05-2021,16-05-2021,16-05-2021,Current,16-06-2021,958152,Debt consolidation,E2," 60 months",Source Verified,26160,0.0867,193.97,0.1839,7575,14,11443
771489,MA,INDIVIDUAL,10+ years,SafeGuard Services - HP Subsidiary,D,OWN,11-06-2021,16-04-2021,16-05-2021,Current,16-06-2021,973269,Debt consolidation,D2," 60 months",Source Verified,57000,0.1636,320.93,0.1599,13200,32,18868
1000007,NY,INDIVIDUAL,1 year,atlantic tomorrows office,E,RENT,11-11-2021,16-04-2021,16-05-2021,Current,16-06-2021,1225615,Debt consolidation,E1," 60 months",Source Verified,34992,0.1759,132.58,0.1864,5150,21,7144
778529,NY,INDIVIDUAL,6 years,Monsignor Scanlan High School,F,RENT,11-06-2021,16-05-2021,16-05-2021,Current,16-06-2021,981135,Debt consolidation,F4," 60 months",Source Verified,49000,0.1602,136.29,0.2136,5000,18,8034
869981,NC,INDIVIDUAL,1 year,reed lallier,D,MORTGAGE,11-09-2021,16-05-2021,16-05-2021,Current,16-06-2021,1083884,Debt consolidation,D2," 60 months",Source Verified,80000,0.1074,305.74,0.1599,15000,12,16769
1022731,TX,INDIVIDUAL,1 year,Clear Channel Communication,B,MORTGAGE,11-11-2021,16-05-2021,16-05-2021,Current,16-06-2021,1251722,Debt consolidation,B3," 60 months",Verified,115000,0.1227,662.95,0.1171,30000,29,35112
839935,OR,INDIVIDUAL,1 year,Kantor Taylor Nelson Boyd & Evatt PC,B,MORTGAGE,11-08-2021,16-04-2021,16-05-2021,Current,16-06-2021,1050212,Debt consolidation,B5," 60 months",Verified,162500,0.0685,667.19,0.1199,30000,22,38005
859209,MI,INDIVIDUAL,1 year,Andrews Federal Credit Union,B,MORTGAGE,11-09-2021,16-05-2021,16-05-2021,Current,16-06-2021,1071891,Debt consolidation,B5," 60 months",Verified,93000,0.2044,648.84,0.1199,29175,20,36314
765567,CT,INDIVIDUAL,10+ years,Stop&Shop Supermarkets,B,MORTGAGE,11-05-2021,16-04-2021,16-05-2021,Current,16-06-2021,966473,Debt consolidation,B1," 60 months",Verified,84000,0.1724,361.12,0.0999,17000,31,21286
1020317,PA,INDIVIDUAL,10+ years,Westcode Inc,B,MORTGAGE,11-11-2021,16-05-2021,16-04-2021,Current,16-05-2021,1249092,Debt consolidation,B2," 60 months",Verified,52000,0.2963,431.37,0.1065,20000,14,22819
745773,PA,INDIVIDUAL,10+ years,diamond landscaping inc,B,MORTGAGE,11-05-2021,16-05-2021,16-05-2021,Current,16-06-2021,909887,Debt consolidation,B2," 60 months",Verified,44004,0.1838,276.22,0.1,13000,22,16282
889729,NC,INDIVIDUAL,10+ years,fedex,B,MORTGAGE,11-09-2021,16-05-2021,16-05-2021,Current,16-06-2021,1076523,Debt consolidation,B3," 60 months",Verified,55000,0.2079,760.82,0.1099,35000,16,41819
890959,CA,INDIVIDUAL,10+ years,Fluor Corporation,B,MORTGAGE,11-09-2021,16-05-2021,16-05-2021,Current,16-06-2021,1107727,Debt consolidation,B3," 60 months",Verified,125000,0.164,662.95,0.1171,30000,32,36441
989968,IL,INDIVIDUAL,10+ years,General Cable,B,MORTGAGE,11-10-2021,16-05-2021,16-05-2021,Current,16-06-2021,1213922,Debt consolidation,B3," 60 months",Verified,75000,0.1987,773.44,0.1171,35000,32,41731
872282,OH,INDIVIDUAL,10+ years,Armor Metal,B,MORTGAGE,11-09-2021,16-05-2021,16-05-2021,Current,16-06-2021,1086471,Debt consolidation,B3," 60 months",Verified,60000,0.2422,302.2,0.1171,13675,27,16606
862109,FL,INDIVIDUAL,10+ years,Broward Sherrif's Office,B,MORTGAGE,11-09-2021,16-04-2021,16-05-2021,Current,16-06-2021,1075089,Debt consolidation,B3," 60 months",Verified,74000,0.1669,498.34,0.1099,35000,21,27883
1009419,OK,INDIVIDUAL,10+ years,USAF,B,MORTGAGE,11-11-2021,16-05-2021,16-05-2021,Current,16-06-2021,1236145,Debt consolidation,B3," 60 months",Verified,106000,0.2925,495,0.1171,22400,24,26695
1044543,CA,INDIVIDUAL,10+ years,Imperial County Office of Education,B,MORTGAGE,11-12-2021,16-05-2021,16-05-2021,Current,16-06-2021,1274898,Debt consolidation,B3," 60 months",Verified,63996,0.2376,270.71,0.1171,12250,30,14323
1007997,TX,INDIVIDUAL,10+ years,Windham School District,B,MORTGAGE,11-11-2021,16-05-2021,16-05-2021,Current,16-06-2021,1234453,Debt consolidation,B3," 60 months",Verified,57000,0.2825,391.7,0.1171,17725,41,21115
1038103,PA,INDIVIDUAL,10+ years,Comcast,B,MORTGAGE,11-12-2021,16-05-2021,16-05-2021,Current,16-06-2021,1268016,Debt consolidation,B4," 60 months",Verified,62400,0.1831,696.18,0.1242,31000,14,36884
808396,NM,INDIVIDUAL,10+ years,New Mexico State University,B,MORTGAGE,11-07-2021,16-05-2021,16-05-2021,Current,16-06-2021,1015121,Debt consolidation,B4," 60 months",Verified,100000,0.1836,543.65,0.1149,28000,50,31433
987047,AL,INDIVIDUAL,10+ years,US Army Aviation Engineering,B,MORTGAGE,11-11-2021,16-05-2021,16-05-2021,Current,16-06-2021,1211002,Debt consolidation,B4," 60 months",Verified,108000,0.19,786.01,0.1242,35000,28,42428
968717,VA,INDIVIDUAL,10+ years,US NAVY,B,MORTGAGE,11-10-2021,16-05-2021,16-05-2021,Current,16-06-2021,1189707,Debt consolidation,B4," 60 months",Verified,60960.48,0.2136,786.01,0.1242,35000,37,42471
1051869,KY,INDIVIDUAL,10+ years,Knott County Board of Education,B,MORTGAGE,11-12-2021,16-05-2021,16-05-2021,Current,16-06-2021,1283379,Debt consolidation,B4," 60 months",Verified,56000,0.2019,613.09,0.1242,27300,43,32485
768820,VA,INDIVIDUAL,10+ years,GPI Inc. Carquest Auto Parts,B,MORTGAGE,11-06-2021,16-05-2021,16-05-2021,Current,16-06-2021,970202,Debt consolidation,B4," 60 months",Verified,31000,0.2516,368.3,0.1149,16750,46,21667
844222,CA,INDIVIDUAL,10+ years,State of California,B,MORTGAGE,11-08-2021,16-05-2021,16-05-2021,Current,16-06-2021,1055126,Debt consolidation,B4," 60 months",Verified,96660,0.2009,549.69,0.1149,25000,34,31293
790502,NY,INDIVIDUAL,10+ years,Allergan,B,MORTGAGE,11-06-2021,16-04-2021,16-05-2021,Current,16-06-2021,994647,Debt consolidation,B5," 60 months",Verified,150000,0.217,667.19,0.1199,30000,28,38666
764365,VA,INDIVIDUAL,10+ years,US CUSTOM AND BORDER PROTECTION,B,MORTGAGE,11-05-2021,16-05-2021,16-05-2021,Current,16-06-2021,965077,Debt consolidation,B5," 60 months",Verified,93233,0.165,444.79,0.1199,20000,35,26209
858269,OR,INDIVIDUAL,10+ years,multnomah Athletic Club,B,MORTGAGE,11-09-2021,16-05-2021,16-05-2021,Current,16-06-2021,1070833,Debt consolidation,B5," 60 months",Verified,55000,0.2062,294.68,0.1199,13250,26,16468
810631,TX,INDIVIDUAL,10+ years,Raytheon,B,MORTGAGE,11-07-2021,16-05-2021,16-05-2021,Current,16-06-2021,1017570,Debt consolidation,B5," 60 months",Verified,81000,0.1512,378.07,0.1199,17000,44,21854
1026310,AZ,INDIVIDUAL,2 years,colon and digestive health specialists,B,MORTGAGE,11-11-2021,16-04-2021,16-05-2021,Current,16-06-2021,1255475,Debt consolidation,B1," 60 months",Verified,50004,0.1097,165.39,0.0991,7800,30,8766
1015928,FL,INDIVIDUAL,2 years,Lafayette State Bank,B,MORTGAGE,11-11-2021,16-05-2021,16-05-2021,Current,16-06-2021,1243622,Debt consolidation,B4," 60 months",Verified,61200,0.2243,786.01,0.1242,35000,19,42428
977063,FL,INDIVIDUAL,3 years,USAA,B,MORTGAGE,11-10-2021,16-04-2021,16-05-2021,Current,16-06-2021,1199852,Debt consolidation,B1," 60 months",Verified,50000,0.2851,98.07,0.0991,4625,46,5394
981693,KY,INDIVIDUAL,3 years,Sts Mary and Elizabeth Hospital,B,MORTGAGE,11-10-2021,16-05-2021,16-05-2021,Current,16-06-2021,1204862,Debt consolidation,B2," 60 months",Verified,60000,0.1064,647.05,0.1065,30000,29,35541
743734,PA,INDIVIDUAL,3 years,Health America,B,MORTGAGE,11-05-2021,16-05-2021,16-05-2021,Current,16-06-2021,942065,Debt consolidation,B3," 60 months",Verified,65000,0.2038,347.8,0.1099,16000,43,20826
986466,CO,INDIVIDUAL,3 years,colorado natural meats,B,MORTGAGE,11-11-2021,16-05-2021,16-05-2021,Current,16-06-2021,1210438,Debt consolidation,B3," 60 months",Verified,50000,0.2281,233.69,0.1171,10575,24,12603
834632,AZ,INDIVIDUAL,3 years,Terralever,B,MORTGAGE,11-08-2021,16-04-2021,16-05-2021,Current,16-06-2021,1044504,Debt consolidation,B4," 60 months",Verified,200000,0.0844,374.89,0.1149,21000,19,20902
1057314,FL,INDIVIDUAL,3 years,"Multivista, FL dba Premium Documentation",B,MORTGAGE,11-12-2021,16-05-2021,16-05-2021,Current,16-06-2021,1288878,Debt consolidation,B4," 60 months",Verified,66000,0.0896,495.19,0.1242,35000,17,27335
982009,MA,INDIVIDUAL,4 years,LEK CONSULTING,B,MORTGAGE,11-10-2021,16-04-2021,16-05-2021,Current,16-06-2021,1205195,Debt consolidation,B3," 60 months",Verified,56000,0.2038,311.04,0.1171,14075,20,17095
770922,TX,INDIVIDUAL,4 years,Georgia-Pacific Gypsum,B,MORTGAGE,11-06-2021,16-05-2021,16-05-2021,Current,16-06-2021,972650,Debt consolidation,B4," 60 months",Verified,60000,0.1654,549.69,0.1149,25000,34,32318
876697,MA,INDIVIDUAL,5 years,"Iatric Systems, Inc",B,MORTGAGE,11-09-2021,16-04-2021,16-05-2021,Current,16-06-2021,1079836,Debt consolidation,B1," 60 months",Verified,105000,0.2667,605.41,0.0999,28500,32,33893
814210,NC,INDIVIDUAL,5 years,MDT Personnel,B,MORTGAGE,11-08-2021,16-04-2021,16-05-2021,Current,16-06-2021,1021709,Debt consolidation,B3," 60 months",Verified,45000,0.1413,434.75,0.1099,20000,23,24758
879330,NC,INDIVIDUAL,5 years,Ply Gem,B,MORTGAGE,11-09-2021,16-05-2021,16-05-2021,Current,16-06-2021,1094097,Debt consolidation,B5," 60 months",Verified,92000,0.1641,515.16,0.1269,22800,23,28808
